icd10code,auc_ResNet_T(ALL2ALL)-E(ALL2ALL),auc_S4_T(ALL2ALL)-E(ALL2ALL),auc_S4_T(ALL2ALL)-E(ALL2HOSP),auc_S4_T(ALL2ALL)-E(ED2HOSP),auc_S4_T(ALL2ALL)-E(ED2ED),auc_S4_T(ALL2ALL)-E(ED2ALL),auc_S4_T(ED2ALL)-E(ED2ALL),auc_S4_T(ED2ALL)-E(ALL2ALL),auc_S4_T(ED2ED)-E(ALL2ALL),description,block,len,auc_ResNet_T(ALL2ALL)-E(ALL2ALL)_low,auc_ResNet_T(ALL2ALL)-E(ALL2ALL)_high,auc_S4_T(ALL2ALL)-E(ALL2ALL)_low,auc_S4_T(ALL2ALL)-E(ALL2ALL)_high,ecgs_S4_T(ALL2ALL)-E(ALL2ALL),total_ecgs_S4_T(ALL2ALL)-E(ALL2ALL),patients_S4_T(ALL2ALL)-E(ALL2ALL),total_patients_S4_T(ALL2ALL)-E(ALL2ALL),auc_S4_T(ALL2ALL)-E(ALL2HOSP)_low,auc_S4_T(ALL2ALL)-E(ALL2HOSP)_high,ecgs_S4_T(ALL2ALL)-E(ALL2HOSP),total_ecgs_S4_T(ALL2ALL)-E(ALL2HOSP),patients_S4_T(ALL2ALL)-E(ALL2HOSP),total_patients_S4_T(ALL2ALL)-E(ALL2HOSP),auc_S4_T(ALL2ALL)-E(ED2HOSP)_low,auc_S4_T(ALL2ALL)-E(ED2HOSP)_high,ecgs_S4_T(ALL2ALL)-E(ED2HOSP),total_ecgs_S4_T(ALL2ALL)-E(ED2HOSP),patients_S4_T(ALL2ALL)-E(ED2HOSP),total_patients_S4_T(ALL2ALL)-E(ED2HOSP),auc_S4_T(ALL2ALL)-E(ED2ED)_low,auc_S4_T(ALL2ALL)-E(ED2ED)_high,ecgs_S4_T(ALL2ALL)-E(ED2ED),total_ecgs_S4_T(ALL2ALL)-E(ED2ED),patients_S4_T(ALL2ALL)-E(ED2ED),total_patients_S4_T(ALL2ALL)-E(ED2ED),auc_S4_T(ALL2ALL)-E(ED2ALL)_low,auc_S4_T(ALL2ALL)-E(ED2ALL)_high,ecgs_S4_T(ALL2ALL)-E(ED2ALL),total_ecgs_S4_T(ALL2ALL)-E(ED2ALL),patients_S4_T(ALL2ALL)-E(ED2ALL),total_patients_S4_T(ALL2ALL)-E(ED2ALL),auc_S4_T(ED2ALL)-E(ED2ALL)_low,auc_S4_T(ED2ALL)-E(ED2ALL)_high,ecgs_S4_T(ED2ALL)-E(ED2ALL),total_ecgs_S4_T(ED2ALL)-E(ED2ALL),patients_S4_T(ED2ALL)-E(ED2ALL),total_patients_S4_T(ED2ALL)-E(ED2ALL),auc_S4_T(ED2ALL)-E(ALL2ALL)_low,auc_S4_T(ED2ALL)-E(ALL2ALL)_high,ecgs_S4_T(ED2ALL)-E(ALL2ALL),total_ecgs_S4_T(ED2ALL)-E(ALL2ALL),patients_S4_T(ED2ALL)-E(ALL2ALL),total_patients_S4_T(ED2ALL)-E(ALL2ALL),auc_S4_T(ED2ED)-E(ALL2ALL)_low,auc_S4_T(ED2ED)-E(ALL2ALL)_high,ecgs_S4_T(ED2ED)-E(ALL2ALL),total_ecgs_S4_T(ED2ED)-E(ALL2ALL),patients_S4_T(ED2ED)-E(ALL2ALL),total_patients_S4_T(ED2ED)-E(ALL2ALL),auc_ResNet_T(ED2ALL)-E(ED2ALL),auc_ResNet_T(ED2ALL)-E(ED2ALL)_low,auc_ResNet_T(ED2ALL)-E(ED2ALL)_high,total_patients_ResNet_T(ED2ALL)-E(ED2ALL),total_ecgs_ResNet_T(ED2ALL)-E(ED2ALL),patients_ResNet_T(ED2ALL)-E(ED2ALL),ecgs_ResNet_T(ED2ALL)-E(ED2ALL),chapter
Z8585,0.6407687426949408,0.6304484888963099,0.5982993977909303,0.6465393914549363,,0.6940973485537566,0.7166295251955612,0.6663356152947069,,Personal history of malignant neoplasm of endocrine glands,Z00-Z99,5,0.5902102872729301,0.6880908146500587,0.5816802322864533,0.6745907038450241,106.0,14231,40.0,6171,0.5528511673212051,0.6458823412656785,106.0,11780,40.0,5026,0.5802108123898506,0.7098399803042412,46.0,5243,23.0,2907,,,0.0,7677,0.0,4197,0.6286773532629013,0.7526288866996765,46.0,7694,23.0,4202,0.6534214749932289,0.776878261566162,46.0,7694,23.0,4202,0.620775182545185,0.7095047324895859,106.0,14231,40.0,6171,,,,14231,,6171,0.7807781517191195,0.7152529388666153,0.8433958113193512,4202,7694,23.0,46.0,XXI
B9689,0.670989012722526,0.668731710876064,0.6322130075245408,0.6347982613207128,,0.6939690257789194,0.7153236700865311,0.682748771522996,,Other specified bacterial agents as the cause of diseases classified elsewhere,A00-B99,5,0.6307245582342148,0.7110816210508346,0.6274923652410507,0.7077511891722679,144.0,14231,112.0,6171,0.5890431821346283,0.6742421329021454,144.0,11780,112.0,5026,0.5649040192365646,0.700144836306572,61.0,5243,58.0,2907,,,0.0,7677,0.0,4197,0.6316660717129707,0.7485751897096634,61.0,7694,58.0,4202,0.6592870995402336,0.7681575432419777,61.0,7694,58.0,4202,0.6463219061493873,0.7226749390363694,144.0,14231,112.0,6171,,,,14231,,6171,0.693071284521695,0.6428717836737633,0.7418068751692771,4202,7694,58.0,61.0,I
Y83,0.6984232968203977,0.7138473612422829,0.681102721139236,0.6526832198638366,0.4780814423671567,0.693714150729961,0.6994261898741476,0.6709714176292145,,"Surgical operation and other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",V01-Y98,3,0.6813978269696236,0.7134376138448715,0.6968947231769562,0.7292580857872963,912.0,14231,617.0,6171,0.6635111570358276,0.6978345334529876,897.0,11780,606.0,5026,0.6179722383618355,0.6888563990592956,227.0,5243,186.0,2907,0.3877187915146351,0.5707475066184997,33.0,7677,32.0,4197,0.660467728972435,0.7242120280861855,242.0,7694,200.0,4202,0.6679853245615959,0.728680069744587,242.0,7694,200.0,4202,0.6550155684351922,0.6878894433379174,912.0,14231,617.0,6171,,,,14231,,6171,0.7089410796591298,0.6732544839382172,0.741001746058464,4202,7694,200.0,242.0,XX
R798,0.6305232896847804,0.6230169933586083,0.591199058212799,0.6423731049702551,0.6053694773882445,0.693532204385278,0.7011836008874966,0.6431764405366889,,Other specified abnormal findings of blood chemistry,R00-R99,4,0.5609363660216331,0.7025664493441581,0.5603332266211509,0.6839520618319511,63.0,14231,48.0,6171,0.5248180881142617,0.6547633603215217,63.0,11780,48.0,5026,0.5520696669816971,0.7227841362357139,32.0,5243,30.0,2907,0.4567319095134735,0.7926361680030822,4.0,7677,4.0,4197,0.6033470705151558,0.778223617374897,32.0,7694,30.0,4202,0.6103412434458733,0.7843968391418457,32.0,7694,30.0,4202,0.5816847681999207,0.7029583200812339,63.0,14231,48.0,6171,,,,14231,,6171,0.7004372226572697,0.6182941064238549,0.7801595956087113,4202,7694,30.0,32.0,XVIII
B957,0.6008843633288704,0.6121661616517511,0.568232538330494,0.6332314354859253,,0.6929516373888527,0.7192799826501843,0.5850045803678388,,Other staphylococcus as the cause of diseases classified elsewhere,A00-B99,4,0.5211168497800827,0.6788682922720909,0.5269869506359101,0.6897374987602234,40.0,14231,35.0,6171,0.4856515474617481,0.6495394051074982,40.0,11780,35.0,5026,0.4624761082231998,0.792622597515583,9.0,5243,9.0,2907,,,0.0,7677,0.0,4197,0.533223244547844,0.8388042837381362,9.0,7694,9.0,4202,0.5888598874211312,0.8547146946191788,9.0,7694,9.0,4202,0.4873045936226845,0.6759179681539536,40.0,14231,35.0,6171,,,,14231,,6171,0.7401865105183257,0.5493106380105018,0.8781385600566863,4202,7694,9.0,9.0,I
R04,0.6698922894748828,0.6842216605182858,0.677686416236924,0.6824315892682057,0.6254373773708306,0.6928240740740741,0.6924891646966115,0.6789008061210549,,Hemorrhage from respiratory passages,R00-R99,3,0.62901249229908,0.7079574972391128,0.6436254158616066,0.722700922191143,156.0,14231,96.0,6171,0.6339737728238106,0.7174255803227425,141.0,11780,85.0,5026,0.6208127528429032,0.7392914459109307,65.0,5243,52.0,2907,0.5488018319010735,0.6989944905042649,32.0,7677,30.0,4197,0.6408411368727684,0.742136898636818,80.0,7694,66.0,4202,0.6398174166679382,0.742462508380413,80.0,7694,66.0,4202,0.6388010546565056,0.7156748875975609,156.0,14231,96.0,6171,,,,14231,,6171,0.7097517730496454,0.6572946339845658,0.7568153247237206,4202,7694,66.0,80.0,XVIII
C911,0.658401131941988,0.6673579176983847,0.6368367677635723,0.6450553416746871,0.6118060985144644,0.692723704866562,0.7108424908424908,0.6797886452069333,,Chronic lymphocytic leukemia of B-cell type,,4,0.611318776011467,0.7084618777036666,0.6234240606427193,0.7098557412624359,96.0,14231,32.0,6171,0.5836071327328682,0.6819441437721252,94.0,11780,31.0,5026,0.5758935377001763,0.7084397181868554,48.0,5243,22.0,2907,0.2141535699367523,0.8415320754051208,3.0,7677,3.0,4197,0.6342457205057145,0.7458247140049934,50.0,7694,23.0,4202,0.6498460799455643,0.7700485184788703,50.0,7694,23.0,4202,0.6382437348365784,0.7245494470000267,96.0,14231,32.0,6171,,,,14231,,6171,0.6962323390894819,0.6403790399432182,0.7490225255489349,4202,7694,23.0,50.0,II
M628,0.6716689797315963,0.6974002418379686,0.6884078418028926,0.6895996227070768,0.5107352749118454,0.692670984293849,0.6595582253926537,0.6338408567217556,,Other specified disorders of muscle,M00-M99,4,0.6329085811972618,0.7097966834902764,0.6572234764695167,0.7371615916490555,172.0,14231,117.0,6171,0.6451273143291474,0.730615396797657,166.0,11780,111.0,5026,0.6272141173481941,0.7514861926436425,78.0,5243,71.0,2907,0.3585993781685829,0.6687820971012115,20.0,7677,20.0,4197,0.6293582201004029,0.7546141460537911,84.0,7694,77.0,4202,0.5889943733811379,0.7201097801327705,84.0,7694,77.0,4202,0.5916279837489128,0.6740212455391884,172.0,14231,117.0,6171,,,,14231,,6171,0.7029707152243289,0.6354326859116555,0.7661387085914612,4202,7694,77.0,84.0,XIII
K64,0.647176439572726,0.6613199166965766,0.628658450924076,0.6380792199516915,0.6903583061889251,0.692044793484584,0.7007756447547024,0.6673379220094464,,Hemorrhoids and perianal venous thrombosis,K00-K93,3,0.5992758914828301,0.6920225396752357,0.6193116053938866,0.7050775170326233,134.0,14231,94.0,6171,0.5783873572945595,0.6764031812548638,132.0,11780,93.0,5026,0.5590629711747169,0.7075943171977996,52.0,5243,47.0,2907,0.4646951556205749,0.9133891195058824,2.0,7677,2.0,4197,0.6301577851176262,0.7553904309868812,54.0,7694,48.0,4202,0.6264388099312782,0.7700265362858771,54.0,7694,48.0,4202,0.6171942129731178,0.7135686337947845,134.0,14231,94.0,6171,,,,14231,,6171,0.7001769439596665,0.6387806951999665,0.7655226722359657,4202,7694,48.0,54.0,XI
I67,0.6601963770445513,0.6679623671936292,0.6439629742256758,0.6573229911969759,0.6649960845732186,0.6913804493749408,0.7071268211737844,0.6656118811788254,,Other cerebrovascular diseases,I00-I99,3,0.6213952481746674,0.6983471184968948,0.6284425854682922,0.7061079293489456,182.0,14231,137.0,6171,0.6018290042877197,0.6842092737555504,178.0,11780,133.0,5026,0.5965306535363197,0.7145773693919182,89.0,5243,80.0,2907,0.5130592346191407,0.8143761932849883,15.0,7677,15.0,4197,0.6361212655901909,0.7450836449861526,93.0,7694,84.0,4202,0.6535308286547661,0.7589781984686852,93.0,7694,84.0,4202,0.6291527315974236,0.7038447618484497,182.0,14231,137.0,6171,,,,14231,,6171,0.7195049321467323,0.6698164880275727,0.7674742043018341,4202,7694,84.0,93.0,IX
E86,0.661889556661249,0.6658856861484819,0.6483831729893272,0.6663284580702775,0.6126758568595977,0.691287356321839,0.6843330226778503,0.6440640447960807,0.5918374055518038,Volume depletion,E00-E90,3,0.6449818253517151,0.679614220559597,0.6497629508376122,0.6822493687272072,942.0,14231,619.0,6171,0.6302834272384643,0.6650041148066521,895.0,11780,578.0,5026,0.6417140364646912,0.6917254433035851,397.0,5243,333.0,2907,0.5658893510699272,0.6638954430818558,112.0,7677,103.0,4197,0.6688839301466942,0.7163432210683822,444.0,7694,374.0,4202,0.6610224783420563,0.7074721410870553,444.0,7694,374.0,4202,0.6264857664704323,0.6612990707159042,942.0,14231,619.0,6171,0.5742840379476547,0.6085843309760094,942.0,14231,619.0,6171,0.6975414725069897,0.6734787940979003,0.7216821134090423,4202,7694,374.0,444.0,IV
I9589,0.6488661010622737,0.6652279399154619,0.6247450286690253,0.6294922159173578,0.7978113600833767,0.6904424500078727,0.6484513125042176,0.6442387038849153,,Other hypotension,I00-I99,5,0.5922195464372635,0.6996827021241188,0.6036106511950493,0.7211019441485405,70.0,14231,51.0,6171,0.5630829706788063,0.6875882789492607,70.0,11780,51.0,5026,0.5302040770649911,0.7254312008619308,29.0,5243,29.0,2907,0.7895868122577667,0.8058884739875793,1.0,7677,1.0,4197,0.6015571609139443,0.7816989079117775,29.0,7694,29.0,4202,0.5362991973757745,0.7520580172538758,29.0,7694,29.0,4202,0.5794487863779068,0.7061743155121804,70.0,14231,51.0,6171,,,,14231,,6171,0.6545290955305126,0.5578406125307084,0.7471910133957862,4202,7694,29.0,29.0,IX
M478,0.6517048426102515,0.6503151727256641,0.6157298757418124,0.6408525149190111,,0.6904109007883247,0.6907348698724178,0.6289278622126975,,Other spondylosis,M00-M99,4,0.6135501936078072,0.6877992019057274,0.6162035703659058,0.683535811305046,181.0,14231,121.0,6171,0.5775308653712272,0.6519807815551758,181.0,11780,121.0,5026,0.5784154459834099,0.6973626032471657,68.0,5243,60.0,2907,,,0.0,7677,0.0,4197,0.6359827011823654,0.7400449842214585,68.0,7694,60.0,4202,0.6313949346542358,0.7454383030533791,68.0,7694,60.0,4202,0.5915559872984887,0.663339501619339,181.0,14231,121.0,6171,,,,14231,,6171,0.6956792551796486,0.6387257263064384,0.7531650319695473,4202,7694,60.0,68.0,XIII
Y92,0.6403078038177481,0.6565009341280995,0.6264347558489817,0.6421783241070114,0.6131073316730021,0.6904101975065831,0.7095024323428183,0.6399025585940822,,Place of occurrence of the external cause,V01-Y98,3,0.6283820763230323,0.6532184600830078,0.6432604640722275,0.6682488083839416,1965.0,14231,1204.0,6171,0.6114051148295403,0.640723280608654,1948.0,11780,1191.0,5026,0.6222930639982224,0.6621815323829651,924.0,5243,726.0,2907,0.529799222946167,0.6927491471171379,48.0,7677,44.0,4197,0.6704673111438751,0.7079082250595092,941.0,7694,739.0,4202,0.6914611414074898,0.7270951241254806,941.0,7694,739.0,4202,0.626247550547123,0.653256519138813,1965.0,14231,1204.0,6171,,,,14231,,6171,0.708013740655745,0.6910027951002121,0.7251330226659775,4202,7694,739.0,941.0,XX
Z8711,0.6246446399734745,0.6059049630671178,0.568703522886324,0.6281903835095324,,0.6899652903174031,0.7148740018458328,0.6247981432246734,,Personal history of peptic ulcer disease,Z00-Z99,5,0.5615331262350083,0.6821049332618714,0.5506963565945625,0.6662123411893844,69.0,14231,45.0,6171,0.5069760382175446,0.6286613360047341,69.0,11780,45.0,5026,0.5510425582528115,0.7087866961956024,26.0,5243,20.0,2907,,,0.0,7677,0.0,4197,0.619969530403614,0.756904137134552,26.0,7694,20.0,4202,0.6324505627155304,0.7901179611682891,26.0,7694,20.0,4202,0.56623345464468,0.6808488637208938,69.0,14231,45.0,6171,,,,14231,,6171,0.742752096625336,0.6621008962392807,0.8160915121436119,4202,7694,20.0,26.0,XXI
R94,0.6461868685663943,0.6695474271938069,0.6664974089975564,0.6939190873092792,0.7477847457808503,0.689536792377292,0.6906878052686365,0.6488390288584936,,Abnormal results of function studies,R00-R99,3,0.6015893161296845,0.6893220216035842,0.6283557265996933,0.7085506111383438,179.0,14231,124.0,6171,0.6226141139864921,0.7093666046857834,171.0,11780,116.0,5026,0.6237593814730644,0.7558708325028419,84.0,5243,68.0,2907,0.6701794818043709,0.8146520376205444,49.0,7677,40.0,4197,0.6226949289441109,0.746419532597065,92.0,7694,76.0,4202,0.6299709036946297,0.7452886641025543,92.0,7694,76.0,4202,0.6084380760788918,0.6899889931082726,179.0,14231,124.0,6171,,,,14231,,6171,0.6667867723596765,0.6068086802959443,0.7256252378225326,4202,7694,76.0,92.0,XVIII
Z8744,0.6550785980126789,0.6560658032979557,0.6248932534374639,0.6397719196226659,,0.6886756147925662,0.6573618672173205,0.6251441297457084,,Personal history of diseases of urinary system,Z00-Z99,5,0.6194346398115158,0.6889420971274376,0.6239540487527847,0.6923230201005935,192.0,14231,124.0,6171,0.5886046394705773,0.6625265389680862,192.0,11780,124.0,5026,0.5719403177499771,0.7037399679422378,84.0,5243,67.0,2907,,,0.0,7677,0.0,4197,0.6291668251156807,0.7458844557404518,84.0,7694,67.0,4202,0.5995200261473655,0.7140702307224274,84.0,7694,67.0,4202,0.5833725690841675,0.6626235514879226,192.0,14231,124.0,6171,,,,14231,,6171,0.6653745072273325,0.6105318248271943,0.7152297154068947,4202,7694,67.0,84.0,XXI
R00,0.6808520322728981,0.6850488238038319,0.6855915646848056,0.694057578226177,0.6690984172394452,0.6869023832164889,0.6876255227843504,0.6774062350043081,0.6354851713254674,Abnormalities of heart beat,R00-R99,3,0.6639014557003975,0.697119553387165,0.6690223082900048,0.7011090114712715,1145.0,14231,784.0,6171,0.6661963984370232,0.702802985906601,995.0,11780,662.0,5026,0.666739247739315,0.721608892083168,395.0,5243,323.0,2907,0.6392131194472312,0.7008850440382958,328.0,7677,266.0,4197,0.6613537833094597,0.7096911236643791,545.0,7694,448.0,4202,0.6618567988276481,0.7120534643530846,545.0,7694,448.0,4202,0.6598259955644608,0.6942691445350647,1145.0,14231,784.0,6171,0.6168992534279824,0.6536809101700782,1145.0,14231,784.0,6171,0.6840854113169097,0.6608122527599335,0.7091258600354194,4202,7694,448.0,545.0,XVIII
R60,0.6829198899330253,0.6821065019123272,0.6781392606916123,0.6806062726093782,0.6032369137206302,0.6868239355581128,0.6816875239739164,0.6617655711887579,,"Edema, not elsewhere classified",R00-R99,3,0.6477710038423539,0.719185957312584,0.6452711030840874,0.7177205219864845,206.0,14231,148.0,6171,0.6417797461152077,0.714268085360527,187.0,11780,131.0,5026,0.6224087759852409,0.7340678200125694,91.0,5243,76.0,2907,0.5073927819728852,0.6895279318094254,41.0,7677,38.0,4197,0.6340910628437996,0.7331553518772125,110.0,7694,93.0,4202,0.6312303394079208,0.730062972009182,110.0,7694,93.0,4202,0.6246823444962502,0.7015266925096512,206.0,14231,148.0,6171,,,,14231,,6171,0.6916283084004602,0.6433698877692223,0.7373047426342964,4202,7694,93.0,110.0,XVIII
R911,0.660827850477288,0.6548951814083767,0.627070278187928,0.6388544891640867,,0.6867637922737017,0.6760782254889094,0.6420859653473772,,Solitary pulmonary nodule,R00-R99,4,0.6189942702651025,0.7009279772639274,0.61149932295084,0.6966901287436486,146.0,14231,90.0,6171,0.5786974519491196,0.6719833359122276,146.0,11780,90.0,5026,0.5776862233877182,0.7048460438847541,75.0,5243,63.0,2907,,,0.0,7677,0.0,4197,0.6215525001287461,0.742031267285347,75.0,7694,63.0,4202,0.6144108816981315,0.7361958205699921,75.0,7694,63.0,4202,0.6001059651374817,0.6853148654103279,146.0,14231,90.0,6171,,,,14231,,6171,0.6904475652972831,0.6275425642728806,0.7480579376220703,4202,7694,63.0,75.0,XVIII
H54,0.6422996064255503,0.6326686786914975,0.6003693582702607,0.6364975239565246,0.4322563835330901,0.6864378656885862,0.7043773469565976,0.6389376788804372,,Blindness and low vision,H00-H59,3,0.5929925754666329,0.6897341564297677,0.583589369058609,0.6822089642286301,142.0,14231,73.0,6171,0.5470140680670739,0.6513401970267296,142.0,11780,73.0,5026,0.558599965274334,0.7046932443976403,60.0,5243,42.0,2907,0.421335031837225,0.4428347177803516,1.0,7677,1.0,4197,0.6166415825486183,0.7552574604749679,60.0,7694,42.0,4202,0.6399411037564278,0.7619026452302933,60.0,7694,42.0,4202,0.594684112071991,0.6867849618196488,142.0,14231,73.0,6171,,,,14231,,6171,0.6873286175879836,0.6235328763723373,0.7450246259570121,4202,7694,42.0,60.0,VII
W18,0.6797766122181699,0.6852658482491906,0.6919752290027092,0.7000813997793051,0.6894036226365111,0.6862323494698324,0.6641949604448004,0.6616862950916124,0.6501739796431932,"Other slipping, tripping and stumbling and falls",V01-Y98,3,0.6539126232266426,0.7044942989945412,0.6599263653159142,0.7111284166574479,389.0,14231,298.0,6171,0.6631164014339447,0.7208101242780686,322.0,11780,238.0,5026,0.6625225126743317,0.7375045582652092,159.0,5243,139.0,2907,0.6556794703006744,0.7225194662809372,202.0,7677,183.0,4197,0.6501490235328674,0.7201377436518669,226.0,7694,199.0,4202,0.6293143302202224,0.700912258028984,226.0,7694,199.0,4202,0.6330226853489875,0.6896345287561416,389.0,14231,298.0,6171,0.6205665245652199,0.6777904853224754,389.0,14231,298.0,6171,0.6781832574145262,0.6445678383111954,0.712702414393425,4202,7694,199.0,226.0,XX
R339,0.6596197570264184,0.6677836562880805,0.6279316425717523,0.6200008963413268,0.614313452732858,0.685393318276729,0.7059796735841821,0.6662533543477361,,"Retention of urine, unspecified",R00-R99,4,0.6319716513156891,0.685644568502903,0.6411167949438095,0.6974034786224366,330.0,14231,224.0,6171,0.5977298676967621,0.6574723169207572,328.0,11780,223.0,5026,0.5730716764926911,0.6651949271559715,122.0,5243,108.0,2907,0.5196997314691544,0.720728512108326,9.0,7677,9.0,4197,0.6410662561655045,0.7274184912443161,124.0,7694,109.0,4202,0.6592865318059922,0.7470374166965484,124.0,7694,109.0,4202,0.6372638255357742,0.693358214199543,330.0,14231,224.0,6171,,,,14231,,6171,0.7067839945455321,0.665813559293747,0.7469013810157775,4202,7694,109.0,124.0,XVIII
E05,0.6638093889686698,0.6769806435953966,0.6559721167908701,0.6426701023165539,0.7969843132142702,0.6849196747754818,0.6775192911326183,0.6823843908227314,,Thyrotoxicosis [hyperthyroidism],E00-E90,3,0.6139602795243263,0.7143342882394791,0.6279573053121567,0.7237104564905167,105.0,14231,56.0,6171,0.6121672794222832,0.7025902092456817,103.0,11780,54.0,5026,0.5655882626771926,0.7124881476163865,46.0,5243,33.0,2907,0.5821600928902626,0.9445584714412688,6.0,7677,6.0,4197,0.619204966723919,0.751938334107399,48.0,7694,35.0,4202,0.6122484967112541,0.736614678800106,48.0,7694,35.0,4202,0.6396869927644729,0.7226618573069572,105.0,14231,56.0,6171,,,,14231,,6171,0.6347709041764757,0.56574577242136,0.7029775813221931,4202,7694,35.0,48.0,IV
N28,0.6677546772629437,0.6442786376626488,0.6058522945420008,0.6335069529752838,0.7138469568010278,0.6847452650124798,0.6407736148743344,0.6209797340030048,,"Other disorders of kidney and ureter, not elsewhere classified",N00-N99,3,0.6294026643037796,0.7042320758104325,0.6001835942268372,0.6836286976933479,138.0,14231,108.0,6171,0.5622438937425613,0.6462790429592132,136.0,11780,106.0,5026,0.5638513535261155,0.7031611174345016,47.0,5243,44.0,2907,0.5881349503993988,0.8191036298871041,13.0,7677,12.0,4197,0.6180628269910813,0.745796750485897,49.0,7694,46.0,4202,0.5676632136106492,0.7192379161715508,49.0,7694,46.0,4202,0.5806796118617058,0.6634032592177391,138.0,14231,108.0,6171,,,,14231,,6171,0.6553756623643571,0.5838642418384552,0.7234636098146439,4202,7694,46.0,49.0,XIV
Z86,0.6380975337193175,0.6425073054927529,0.6047189167082567,0.6284459841612192,0.5272104971391238,0.6846204691732429,0.6763803148164667,0.634691075174934,,Personal history of certain other diseases,Z00-Z99,3,0.6255020365118981,0.651250284910202,0.6293746411800385,0.655394646525383,1660.0,14231,778.0,6171,0.591219139099121,0.6176012128591537,1642.0,11780,770.0,5026,0.6076226651668548,0.6481730550527572,751.0,5243,452.0,2907,0.4504985824227333,0.6032847210764885,53.0,7677,37.0,4197,0.6669019520282745,0.7018047854304313,769.0,7694,461.0,4202,0.6604183211922645,0.6943868100643158,769.0,7694,461.0,4202,0.6214556112885475,0.6467126950621604,1660.0,14231,778.0,6171,,,,14231,,6171,0.680870744978006,0.6602685496211051,0.7000239297747612,4202,7694,461.0,769.0,XXI
Z858,0.6613466926466468,0.6555037441736074,0.6206141278222654,0.6274776035350657,0.2389019199027017,0.6842213190510079,0.6995559108679377,0.652730636000102,,Personal history of malignant neoplasms of other organs and systems,Z00-Z99,4,0.6402801543474197,0.682033722102642,0.6351287737488747,0.6754176959395408,575.0,14231,273.0,6171,0.599771934747696,0.641968522965908,574.0,11780,272.0,5026,0.595275117456913,0.6593234211206436,231.0,5243,152.0,2907,0.1115309447050094,0.461438238620758,3.0,7677,3.0,4197,0.6551031574606896,0.7139681994915008,232.0,7694,153.0,4202,0.6675276443362236,0.7294067844748497,232.0,7694,153.0,4202,0.6308408692479134,0.6732417836785316,575.0,14231,273.0,6171,,,,14231,,6171,0.696317087034076,0.6653328761458397,0.7243295282125473,4202,7694,153.0,232.0,XXI
G936,0.7212751403596049,0.7065000710681543,0.6875489457831325,0.6514919011082694,0.6067100977198697,0.6840472223507813,0.6827609879514355,0.6350847931916708,,Cerebral edema,G00-G99,4,0.6808242499828339,0.7642519488930702,0.6625891149044036,0.7433136895298957,160.0,14231,120.0,6171,0.6436010614037514,0.7268556073307991,160.0,11780,120.0,5026,0.5842983946204185,0.7146311655640603,68.0,5243,67.0,2907,0.4370545953512191,0.7747231125831604,2.0,7677,2.0,4197,0.6187187239527703,0.749457661807537,68.0,7694,67.0,4202,0.6231508627533913,0.7420642286539078,68.0,7694,67.0,4202,0.5916187405586243,0.6767482832074165,160.0,14231,120.0,6171,,,,14231,,6171,0.680337004982953,0.6181178137660026,0.7392020225524902,4202,7694,67.0,68.0,VI
Z874,0.6521623026175436,0.6536648859092308,0.62249434443013,0.6343065027484434,,0.683469266271366,0.652274009879941,0.6227082006131396,,Personal history of diseases of genitourinary system,Z00-Z99,4,0.6167508020997048,0.6870808616280556,0.6205099716782569,0.6900381192564964,193.0,14231,125.0,6171,0.5842885285615921,0.6601272195577621,193.0,11780,125.0,5026,0.5699787780642509,0.6961705043911934,85.0,5243,68.0,2907,,,0.0,7677,0.0,4197,0.6253326252102852,0.7409514233469963,85.0,7694,68.0,4202,0.5941911071538926,0.709630087018013,85.0,7694,68.0,4202,0.5806392103433609,0.6614319548010826,193.0,14231,125.0,6171,,,,14231,,6171,0.6620549967917249,0.6074015960097313,0.7144986361265182,4202,7694,68.0,85.0,XXI
R78,0.6965086592405886,0.7045446784291406,0.6712897213292373,0.633144678757993,0.6239816558229713,0.6830180986910118,0.6773935888075581,0.6777341653792991,,"Findings of drugs and other substances, not normally found in blood",R00-R99,3,0.6585954517126084,0.733303016424179,0.6684608697891236,0.7411860257387162,175.0,14231,133.0,6171,0.6331864461302757,0.7096413493156433,174.0,11780,132.0,5026,0.5604004412889481,0.7082307547330856,62.0,5243,57.0,2907,0.4734284281730653,0.7551451578736305,14.0,7677,11.0,4197,0.6168148800730706,0.7498904883861541,63.0,7694,58.0,4202,0.6148660615086556,0.7383115604519844,63.0,7694,58.0,4202,0.6391968280076981,0.7134859353303908,175.0,14231,133.0,6171,,,,14231,,6171,0.6944917660420216,0.6227298125624657,0.7580844014883041,4202,7694,58.0,63.0,XVIII
